,Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
207,Restaurant 207,Rural,American,3.9,33,41.19,1943,21259,9,439,130.3306110537818,6.6,1.0,Yes,18,25,317106.75
208,Restaurant 208,Downtown,Italian,4.5,86,53.17,7360,73821,8,579,59.31115756585807,1.8,8.1,Yes,84,10,1035240.81
209,Restaurant 209,Downtown,Mexican,3.9,74,31.96,4208,42784,9,391,84.51535492084007,3.1,2.8,Yes,66,10,541555.92
210,Restaurant 210,Downtown,Japanese,3.5,83,71.6,4178,40934,5,354,104.26760815370623,5.4,4.5,Yes,6,51,1324526.1
211,Restaurant 211,Downtown,Indian,3.4,84,38.14,1721,23946,10,774,209.99242519592096,4.3,5.8,Yes,8,29,723411.42
212,Restaurant 212,Rural,Indian,3.9,41,30.62,1215,18734,5,969,95.27197417360588,3.9,2.3,Yes,3,0,287826.04
213,Restaurant 213,Downtown,Mexican,4.5,82,33.05,3257,41958,14,258,145.37463098878487,5.0,9.3,No,54,51,625631.55
214,Restaurant 214,Suburban,Italian,4.2,67,48.0,1924,24893,18,60,248.84670603387863,3.6,5.2,Yes,22,14,732682.65
215,Restaurant 215,Suburban,Italian,4.4,63,51.29,3629,39929,7,195,81.18975378201313,4.1,3.1,No,10,27,727975.81
216,Restaurant 216,Suburban,French,3.6,68,57.67,1284,12332,8,84,70.12003457531117,8.0,7.6,Yes,64,62,884598.66
217,Restaurant 217,Rural,Japanese,4.0,36,74.23,814,11430,5,616,184.992557427849,5.6,9.0,No,3,4,601073.43
218,Restaurant 218,Downtown,Italian,3.1,75,50.29,1939,19150,6,400,224.5172548284616,8.9,9.2,Yes,8,44,848344.33
219,Restaurant 219,Downtown,American,4.6,74,42.07,5747,61983,9,589,277.73829707351854,9.5,4.9,Yes,41,40,714291.74
220,Restaurant 220,Downtown,Japanese,5.0,73,73.73,5911,66446,9,905,215.49416824080487,9.3,4.2,Yes,70,71,1218866.24
221,Restaurant 221,Rural,Indian,3.8,47,39.85,2052,26670,8,725,286.544719444567,3.3,9.4,Yes,25,37,432858.25
222,Restaurant 222,Suburban,Japanese,3.0,63,73.05,2438,26300,17,158,111.13151073716824,5.3,1.5,No,53,44,1040644.7
223,Restaurant 223,Suburban,American,3.3,65,36.64,1236,19988,8,73,135.45531708379318,5.8,7.8,Yes,20,37,541458.28
224,Restaurant 224,Downtown,Mexican,4.3,89,34.4,6478,65379,1,722,259.8274196105816,8.7,2.6,No,9,51,693634.35
225,Restaurant 225,Suburban,American,4.2,63,41.8,1770,19423,18,548,252.76345510982088,6.0,5.2,Yes,9,45,607293.95
226,Restaurant 226,Suburban,American,4.6,54,41.7,2145,22710,15,421,216.22258979254764,3.3,9.6,Yes,0,52,521957.6
227,Restaurant 227,Rural,Mexican,3.5,40,35.13,1522,23226,16,214,176.5060764695478,5.9,6.2,Yes,35,29,335909.42
228,Restaurant 228,Rural,Mexican,4.5,41,27.74,1393,22055,2,446,54.42784821678727,1.4,5.7,Yes,2,3,258850.41
229,Restaurant 229,Rural,Mexican,4.4,47,27.64,3015,37180,13,321,120.11098935094977,8.5,1.6,Yes,34,1,310539.42
230,Restaurant 230,Rural,Mexican,3.6,33,30.65,2524,28352,2,673,89.58437638488769,6.1,3.5,No,11,20,235807.3
231,Restaurant 231,Downtown,Mexican,4.1,82,33.26,6967,70628,14,476,62.79370418719935,6.9,1.0,Yes,80,60,634823.38
232,Restaurant 232,Rural,American,3.3,49,39.92,1773,24932,7,122,244.01992981106903,2.8,8.9,Yes,18,32,447377.62
233,Restaurant 233,Suburban,French,3.9,62,61.97,2255,29779,11,99,82.82802568844048,6.0,6.8,No,9,13,865261.45
234,Restaurant 234,Downtown,French,4.8,73,59.98,6212,63673,15,672,139.35322319554953,5.8,2.1,Yes,42,57,997633.93
235,Restaurant 235,Suburban,Italian,3.8,56,51.71,917,15305,17,574,294.364219366107,6.6,4.3,Yes,25,27,662599.11
236,Restaurant 236,Suburban,French,4.7,51,64.04,2430,30277,17,120,152.28835634349645,8.6,8.3,Yes,7,45,749441.69
237,Restaurant 237,Suburban,Indian,4.2,70,31.99,4035,40734,15,980,85.37659730514817,7.9,2.3,No,51,40,523466.99
238,Restaurant 238,Rural,French,3.4,47,62.65,992,15247,16,541,222.44059411275344,5.9,3.1,Yes,38,8,671570.7
239,Restaurant 239,Rural,American,4.2,50,43.66,3759,37523,9,523,252.48542699726048,9.0,5.9,No,1,33,504572.09
240,Restaurant 240,Downtown,Mexican,4.0,75,29.92,7781,78661,19,250,119.78767426804164,4.2,2.3,No,38,74,533141.59
241,Restaurant 241,Downtown,Mexican,3.8,85,28.56,3479,40110,9,852,252.3377520834546,5.4,4.4,No,53,18,556500.16
242,Restaurant 242,Rural,American,3.2,32,35.15,2260,30345,6,73,117.8802696832126,6.8,9.8,Yes,23,28,267477.1
243,Restaurant 243,Suburban,Indian,3.8,64,38.77,852,15906,1,518,223.27795953649252,5.0,5.9,No,39,55,556604.0
244,Restaurant 244,Downtown,French,3.1,90,58.61,5541,58801,5,486,81.20090488586635,4.3,7.3,No,28,43,1182387.96
245,Restaurant 245,Rural,American,3.2,49,38.93,1939,20107,5,263,156.9557371921578,2.0,7.0,No,7,37,433410.6
246,Restaurant 246,Rural,Italian,3.8,39,48.7,1629,22679,1,344,180.12348629138904,6.7,2.9,No,14,8,427083.55
247,Restaurant 247,Rural,Mexican,3.6,38,30.49,900,10927,1,196,231.3208943372848,2.7,8.6,Yes,25,6,263621.32
248,Restaurant 248,Suburban,Japanese,4.9,60,72.73,2805,34074,6,989,212.507797469388,2.2,2.1,Yes,47,30,977311.61
249,Restaurant 249,Rural,Italian,3.8,43,53.49,1765,18516,9,431,263.3357000032893,2.6,9.3,Yes,35,2,525079.76
250,Restaurant 250,Rural,Indian,4.5,41,34.32,2785,27596,19,735,96.07276697789672,7.2,2.9,No,40,7,340849.62
251,Restaurant 251,Rural,Italian,4.1,36,52.29,3828,42704,5,478,215.31163723539896,2.2,9.6,Yes,3,8,432562.75
252,Restaurant 252,Rural,American,4.4,40,42.93,3846,45447,17,465,81.93752557992127,9.8,8.2,No,32,14,413012.93
253,Restaurant 253,Downtown,French,3.5,86,58.27,4894,50578,12,54,169.51998028948216,7.8,2.5,Yes,11,7,1125633.94
254,Restaurant 254,Downtown,Mexican,4.9,78,26.06,5628,56521,6,893,181.13938260138912,4.5,2.4,No,49,64,470605.75
255,Restaurant 255,Rural,Indian,4.1,42,39.84,3764,39174,13,921,56.81585584663433,6.3,1.8,Yes,10,35,394737.82
256,Restaurant 256,Suburban,Indian,4.7,65,37.45,3094,30981,8,439,67.58917400323467,1.1,3.2,No,52,6,552490.9
257,Restaurant 257,Downtown,Japanese,3.7,72,72.13,4291,41717,3,899,259.8179527422891,8.6,6.9,Yes,49,9,1162599.73
258,Restaurant 258,Rural,Italian,3.2,34,45.65,1758,22600,11,56,121.69708952169374,3.4,5.7,No,29,20,361575.75
259,Restaurant 259,Downtown,Japanese,4.3,86,74.0,5864,62668,1,772,136.53628743593333,1.6,6.5,Yes,30,34,1416975.4
260,Restaurant 260,Downtown,French,3.0,70,61.23,4751,50603,14,832,210.1015567271147,7.8,1.3,Yes,1,47,971465.59
261,Restaurant 261,Suburban,French,4.0,70,64.33,974,14261,13,539,105.17865662509855,4.0,1.7,No,65,62,1013450.86
262,Restaurant 262,Rural,Japanese,3.4,38,75.72,2053,28918,15,378,98.21564582970372,6.1,7.2,Yes,11,32,660329.2
263,Restaurant 263,Rural,Mexican,4.3,46,35.53,3277,37296,8,325,155.38525736774625,8.6,8.6,Yes,17,11,382954.36
264,Restaurant 264,Suburban,French,5.0,62,64.42,4415,51952,15,289,64.74917336134426,8.0,4.2,Yes,7,12,906816.84
265,Restaurant 265,Suburban,Japanese,3.9,64,65.12,2228,23564,13,876,279.24256260139776,4.0,2.5,No,2,30,937327.96
266,Restaurant 266,Rural,Italian,4.6,50,54.74,2150,27020,1,53,285.02722286225713,8.8,3.8,No,34,14,614012.52
267,Restaurant 267,Rural,Japanese,4.0,37,65.83,2173,29530,11,763,162.05004111800355,4.5,4.7,Yes,32,34,559627.27
268,Restaurant 268,Suburban,Japanese,4.0,57,74.36,1282,17743,15,155,102.3098505036986,5.5,6.7,No,30,8,955281.71
269,Restaurant 269,Downtown,American,4.9,71,38.08,9699,102358,4,89,167.64364866110054,6.5,4.7,Yes,67,69,626729.2
270,Restaurant 270,Downtown,French,4.8,79,61.71,2197,29466,6,626,74.98329748220205,1.6,9.1,Yes,22,66,1090445.99
271,Restaurant 271,Suburban,Mexican,4.6,54,25.42,1473,17069,12,596,149.4493291210179,6.4,4.6,No,36,51,324583.41
272,Restaurant 272,Downtown,Mexican,3.6,85,33.48,6580,69223,1,605,68.41638717154756,6.2,2.6,No,44,13,645079.71
273,Restaurant 273,Suburban,American,4.1,68,36.23,3500,39160,10,312,226.5414258700236,8.9,3.2,No,34,13,565121.97
274,Restaurant 274,Downtown,Indian,3.4,70,34.52,3225,37690,18,711,118.92838752768203,4.2,5.2,No,64,48,563901.84
275,Restaurant 275,Downtown,Mexican,3.9,82,33.99,6004,67342,1,328,180.1648708100704,3.2,8.0,No,2,64,632264.86
276,Restaurant 276,Rural,Japanese,4.0,33,72.65,3590,43377,7,626,53.384837575161086,5.3,8.8,Yes,9,32,550876.05
277,Restaurant 277,Rural,American,4.7,36,35.07,1512,20658,2,393,181.1591156004995,7.2,2.7,No,29,23,289352.42
278,Restaurant 278,Downtown,Italian,4.8,70,49.43,4179,50275,8,837,50.81698444051928,6.1,1.0,No,27,9,781547.63
279,Restaurant 279,Downtown,French,3.8,71,55.46,7330,73117,1,593,281.2980438015085,2.2,8.8,No,3,38,886958.25
280,Restaurant 280,Rural,French,3.0,45,62.41,921,10700,19,528,175.28947339987496,4.1,3.1,Yes,44,17,644430.06
281,Restaurant 281,Rural,French,4.7,43,65.66,4034,42924,6,914,75.01662395448196,1.6,8.4,No,3,9,640133.34
282,Restaurant 282,Rural,Japanese,3.3,34,72.21,3140,32514,11,213,135.2636965463014,7.7,6.0,No,22,5,564237.03
283,Restaurant 283,Suburban,Italian,4.2,63,47.47,4175,49664,19,451,61.516783357741616,8.9,4.6,Yes,39,34,693806.6
284,Restaurant 284,Downtown,American,3.0,86,38.91,1654,19454,10,534,182.72385820239717,1.4,2.3,Yes,22,68,752704.54
285,Restaurant 285,Rural,American,3.8,41,45.74,3570,44348,16,402,80.58580396311042,5.7,7.0,No,14,8,442432.14
286,Restaurant 286,Downtown,French,5.0,89,57.46,9157,99485,16,722,168.27688027820827,6.1,8.4,Yes,76,66,1171515.93
287,Restaurant 287,Suburban,Italian,3.2,61,51.18,3103,32294,10,886,126.37697094086371,4.9,5.1,Yes,0,56,709620.9
288,Restaurant 288,Suburban,Italian,3.8,52,49.4,3779,37179,18,131,240.39585062253352,5.5,5.0,No,36,46,597657.45
289,Restaurant 289,Rural,Italian,3.6,50,53.45,974,17166,18,314,170.56382068011675,7.4,7.8,No,23,47,617566.3
290,Restaurant 290,Suburban,Mexican,4.8,70,34.54,1665,24849,3,91,262.0463227136416,5.4,5.5,Yes,43,60,545427.77
291,Restaurant 291,Downtown,Mexican,4.7,71,28.75,5538,57313,12,248,285.3370947147723,9.3,8.1,Yes,64,7,481443.65
292,Restaurant 292,Rural,French,3.5,50,62.26,864,16308,10,432,292.38121706422794,5.9,1.5,Yes,44,9,701722.18
293,Restaurant 293,Downtown,Italian,3.2,90,51.04,1475,14263,16,256,115.04908812391174,1.6,8.7,No,76,24,1035690.05
294,Restaurant 294,Downtown,Indian,4.3,84,33.06,6217,69639,9,159,241.8921725008489,9.6,3.4,Yes,37,66,640202.39
295,Restaurant 295,Suburban,Italian,3.7,60,47.99,2487,24540,18,693,159.52770507365,2.3,2.5,No,16,53,660643.41
296,Restaurant 296,Suburban,American,4.3,59,40.92,3436,38366,13,479,156.54328908516658,8.1,1.3,No,55,39,558304.1
297,Restaurant 297,Suburban,American,3.1,67,36.69,1262,17309,14,792,267.057603560646,5.7,8.5,Yes,50,46,567317.06
298,Restaurant 298,Suburban,French,3.3,70,63.92,3107,39041,19,121,86.41722580880784,7.7,1.5,No,29,47,1015206.07
299,Restaurant 299,Suburban,Indian,4.4,51,30.76,3409,42852,14,457,169.4525769890147,5.6,9.6,Yes,19,18,374466.66
300,Restaurant 300,Rural,Italian,3.4,36,46.04,2186,23445,2,889,198.2208099284552,1.5,6.1,No,4,16,375929.41
301,Restaurant 301,Downtown,Indian,4.7,76,33.76,5779,64754,11,685,66.53085676935501,4.4,7.3,No,68,25,595167.32
302,Restaurant 302,Downtown,French,3.1,76,56.3,1990,27591,8,758,266.1285635486969,6.6,7.5,No,36,41,962322.85
303,Restaurant 303,Downtown,American,3.4,83,40.23,1547,20996,3,328,128.58477709843024,6.7,3.6,No,79,5,746816.33
304,Restaurant 304,Downtown,American,5.0,71,39.4,8590,88275,15,156,214.2049118465099,9.8,8.3,No,20,59,657403.95
305,Restaurant 305,Suburban,Mexican,3.9,51,32.94,2651,29854,13,488,282.02000039887486,6.5,9.5,Yes,33,4,396570.84
306,Restaurant 306,Downtown,French,4.4,84,65.48,7175,77600,8,915,229.9386798250992,3.6,4.3,No,69,34,1239737.02
307,Restaurant 307,Rural,French,3.4,40,63.29,2351,22108,13,704,271.5026336898615,1.4,8.5,Yes,5,35,580941.9
308,Restaurant 308,Rural,Italian,4.2,39,46.97,963,12078,16,100,67.38617055265507,8.1,7.9,No,9,34,429438.88
309,Restaurant 309,Downtown,Italian,4.5,72,55.29,4993,50577,1,172,173.18366852018414,9.0,6.3,No,5,11,891709.71
310,Restaurant 310,Downtown,Mexican,3.6,86,29.31,6460,68476,2,611,191.2080314212544,6.5,4.3,No,66,44,576984.44
311,Restaurant 311,Rural,Japanese,4.7,38,70.22,2696,33410,13,480,222.2597201585405,5.3,4.7,No,24,3,610941.28
312,Restaurant 312,Rural,Indian,4.2,44,34.64,1368,17586,14,900,79.21456348976723,8.7,3.8,No,19,7,359672.98
313,Restaurant 313,Suburban,Japanese,3.8,63,68.09,2244,25275,2,842,214.1973200135681,3.2,4.8,No,34,26,955836.88
314,Restaurant 314,Rural,Japanese,4.1,48,74.85,1518,24197,16,600,86.49838771735811,4.6,9.9,No,0,27,816781.0
315,Restaurant 315,Suburban,French,4.2,66,58.65,1199,20699,14,373,66.90320180316499,5.6,4.3,Yes,51,7,873658.25
316,Restaurant 316,Suburban,Indian,3.3,69,36.36,981,12078,7,991,167.3298019761782,1.4,7.0,No,30,43,567347.64
317,Restaurant 317,Suburban,French,3.8,66,57.64,1940,23254,14,889,200.09382150543257,7.2,3.9,No,5,53,861872.38
318,Restaurant 318,Suburban,Indian,3.7,65,38.77,1776,17886,18,424,289.5294069345656,2.7,5.2,No,8,13,579061.42
319,Restaurant 319,Suburban,American,3.8,69,43.52,2098,21621,17,923,224.65635684615825,4.0,1.8,No,11,40,685824.29
320,Restaurant 320,Downtown,French,4.5,77,58.26,4665,53437,5,830,197.84769037133935,4.7,7.9,No,65,69,1012874.57
321,Restaurant 321,Rural,French,4.0,36,62.5,1266,16523,11,727,103.64122522410575,6.7,6.9,No,2,21,516166.65
322,Restaurant 322,Suburban,French,4.9,61,62.74,3629,42364,18,597,88.01109170366632,1.6,4.1,No,12,24,870008.0
323,Restaurant 323,Rural,Mexican,3.6,30,31.19,1163,12374,16,470,201.8183061924279,4.1,5.7,Yes,8,7,229589.35
324,Restaurant 324,Rural,French,3.8,41,61.61,923,17715,10,987,105.73725983863328,3.5,8.8,No,39,38,578334.41
325,Restaurant 325,Suburban,Italian,4.6,55,51.32,3716,37464,6,425,226.6512730517544,1.0,1.4,Yes,40,39,637700.88
326,Restaurant 326,Downtown,Italian,4.1,85,45.9,5416,63220,14,158,78.61927296536851,7.2,9.4,No,71,3,891726.1
327,Restaurant 327,Suburban,Indian,4.1,67,37.37,1238,12549,2,804,134.9089558538004,3.1,5.2,No,21,34,560627.81
328,Restaurant 328,Downtown,American,3.1,88,40.17,6049,66318,9,540,243.2716908604556,2.5,8.7,Yes,79,80,808612.67
329,Restaurant 329,Rural,Mexican,3.8,32,29.82,779,13070,13,685,257.75926997236127,8.2,8.8,No,31,10,234893.18
330,Restaurant 330,Downtown,Indian,3.5,72,39.46,4069,46007,12,272,136.31019338712684,1.4,1.5,No,34,19,646694.51
331,Restaurant 331,Downtown,Italian,5.0,74,45.26,4240,48828,2,68,101.6799825461918,9.1,8.0,No,64,47,757994.82
332,Restaurant 332,Downtown,Mexican,3.6,72,27.76,5818,63057,3,598,289.5499652910607,7.2,7.6,No,70,51,464554.49
333,Restaurant 333,Rural,Mexican,4.8,48,26.34,3024,39000,13,266,240.26899853631232,2.5,1.4,No,39,37,300855.92
334,Restaurant 334,Rural,American,4.4,34,35.39,1961,27461,1,662,251.76482195443816,4.2,9.5,No,10,31,278453.48
335,Restaurant 335,Downtown,Mexican,3.7,83,28.03,6330,68646,4,754,105.6879124704856,9.5,6.7,No,10,81,538587.34
336,Restaurant 336,Downtown,French,4.1,90,65.87,6471,70545,18,646,156.10966200895734,6.6,2.5,Yes,76,32,1342487.41
337,Restaurant 337,Suburban,Mexican,4.7,65,27.97,3564,38283,13,282,67.05218281016211,6.5,2.1,Yes,40,58,426018.16
338,Restaurant 338,Downtown,American,4.8,70,42.3,7866,88239,6,600,77.34987205495712,6.9,6.1,No,3,14,679089.05
339,Restaurant 339,Suburban,Indian,3.3,66,31.3,2773,34305,6,459,105.23976093969436,5.2,1.5,No,2,43,469961.45
340,Restaurant 340,Downtown,American,3.7,80,41.62,1733,20535,15,603,125.808657721953,2.5,2.5,No,73,34,755967.99
341,Restaurant 341,Suburban,American,3.7,58,45.83,3440,38375,18,561,299.29620073299344,2.4,9.5,Yes,4,57,617079.04
342,Restaurant 342,Rural,Italian,3.1,50,48.21,1502,16681,17,239,155.52214129401128,7.2,7.7,No,11,23,557553.69
343,Restaurant 343,Downtown,French,4.2,73,64.33,7010,75771,14,870,224.46894573349,9.0,6.5,No,33,30,1070290.05
344,Restaurant 344,Downtown,Italian,4.7,71,55.97,5515,64681,4,355,276.1117941831545,3.7,2.9,No,52,31,894439.59
345,Restaurant 345,Downtown,Indian,3.8,78,36.47,4860,49793,1,922,111.51420794950246,5.5,3.0,Yes,37,32,642370.62
346,Restaurant 346,Downtown,Japanese,4.5,74,68.4,1930,25040,8,502,86.1805487709488,9.9,5.0,No,3,10,1129980.6
347,Restaurant 347,Suburban,Indian,4.3,53,37.41,3283,34814,11,156,110.81454937372754,3.3,7.8,No,10,31,459278.88
348,Restaurant 348,Downtown,French,3.8,74,64.29,4983,50860,13,718,270.6054217517622,4.5,1.0,Yes,73,46,1076737.75
349,Restaurant 349,Rural,Mexican,3.3,47,26.88,1956,26865,17,274,216.42150855751024,4.3,1.4,Yes,6,2,301566.13
350,Restaurant 350,Rural,American,4.4,42,39.98,1685,19997,14,435,162.83378081011983,1.3,8.8,Yes,8,7,391783.09
351,Restaurant 351,Downtown,Japanese,4.7,74,68.51,6504,65635,17,579,255.0706867083105,5.6,8.3,No,17,32,1151775.8
352,Restaurant 352,Rural,French,4.4,48,58.12,3125,39502,1,109,109.18161072470213,2.9,7.3,Yes,46,38,628820.12
353,Restaurant 353,Downtown,Italian,3.0,72,54.47,2347,26510,8,421,109.79384363490072,2.2,5.5,No,26,40,880015.98
354,Restaurant 354,Downtown,American,3.4,87,39.64,6652,66030,19,191,191.8050230055726,7.4,2.3,No,27,7,794120.18
355,Restaurant 355,Rural,Indian,3.1,35,33.73,1983,21675,11,167,247.5156893131048,7.9,1.9,No,31,25,280721.58
356,Restaurant 356,Downtown,Italian,4.1,75,51.64,4675,52673,10,729,114.88962922878665,9.0,9.1,Yes,73,18,883040.39
357,Restaurant 357,Rural,French,4.5,34,57.41,2105,29900,1,241,102.50858462772064,9.4,4.4,No,33,8,442863.17
358,Restaurant 358,Suburban,French,3.2,50,57.53,2077,21107,5,335,168.4936748347775,8.8,7.3,Yes,4,37,650203.08
359,Restaurant 359,Downtown,Indian,4.7,77,35.72,8058,82120,16,590,83.55117250291644,2.1,5.1,Yes,19,6,640212.36
360,Restaurant 360,Suburban,Japanese,4.1,50,69.5,2747,28480,5,718,236.9529368946102,3.0,7.6,No,29,3,780529.5
361,Restaurant 361,Rural,Indian,4.4,50,33.24,4327,43412,16,68,194.33273058111013,2.1,2.7,No,32,5,392404.98
362,Restaurant 362,Suburban,Mexican,4.9,55,25.59,3872,41780,3,651,178.1353022722369,4.2,5.4,Yes,18,33,326535.64
363,Restaurant 363,Suburban,Italian,3.2,69,50.73,958,9096,2,671,268.0658533800232,2.1,4.4,No,1,60,778159.36
364,Restaurant 364,Rural,Japanese,4.8,43,73.98,3790,42241,17,619,233.140456157198,6.9,3.2,No,17,15,730122.07
365,Restaurant 365,Suburban,American,3.3,60,44.37,1181,17676,1,165,87.31744798926965,7.5,6.4,Yes,13,9,594933.24
366,Restaurant 366,Suburban,Mexican,3.8,51,27.59,839,14871,16,89,155.1079546105394,2.4,5.8,No,4,35,331508.77
367,Restaurant 367,Rural,Japanese,4.7,50,71.6,948,16187,2,314,130.31763875143017,6.6,5.5,Yes,17,13,797077.35
368,Restaurant 368,Suburban,Italian,4.8,53,54.41,4508,48685,7,170,250.51735950373453,1.2,6.3,Yes,44,6,654543.62
369,Restaurant 369,Rural,French,4.0,42,59.5,3278,41012,11,671,229.7591960428137,4.9,2.3,No,14,1,571083.1
370,Restaurant 370,Suburban,American,4.2,56,45.25,3073,38038,6,413,168.00252195133282,3.6,4.3,Yes,22,30,574586.4
371,Restaurant 371,Rural,Indian,4.4,35,39.93,3358,34711,2,254,255.9116272338271,10.0,3.9,Yes,3,28,323531.83
372,Restaurant 372,Rural,Italian,4.7,32,47.29,1246,22007,14,535,152.516784504035,9.3,7.9,No,1,26,359324.5
373,Restaurant 373,Suburban,Mexican,3.2,58,27.85,2922,34829,4,720,250.8880075747128,2.3,1.3,Yes,23,16,368201.3
374,Restaurant 374,Suburban,Mexican,4.6,63,26.98,1731,18477,19,895,58.01872373300733,9.3,3.5,Yes,11,15,403654.89
375,Restaurant 375,Suburban,French,4.0,69,57.16,2137,22180,2,144,83.65474413502542,4.8,9.3,Yes,28,27,880541.06
376,Restaurant 376,Downtown,French,3.9,80,64.99,5462,61394,2,448,238.993601963315,6.2,3.7,No,5,59,1161892.86
377,Restaurant 377,Downtown,American,3.8,74,45.24,2080,24723,13,595,78.59731070329205,5.8,2.4,Yes,23,5,757072.31
378,Restaurant 378,Downtown,Indian,4.0,83,30.57,3339,42076,13,803,220.9402601416052,7.5,7.8,Yes,16,5,585681.16
379,Restaurant 379,Rural,American,4.9,48,41.53,2096,29656,3,879,230.89344953188484,4.0,1.4,No,31,26,451015.37
380,Restaurant 380,Suburban,French,4.1,57,61.21,1577,23539,6,379,215.5488392969804,1.6,4.8,No,24,52,782236.84
381,Restaurant 381,Rural,French,4.9,36,59.3,4776,54940,17,874,254.5580313013835,4.8,8.7,No,25,33,506369.6
382,Restaurant 382,Downtown,Mexican,3.4,76,31.95,4261,46862,1,710,177.90426753034097,5.9,9.6,Yes,70,16,553428.1
383,Restaurant 383,Suburban,French,4.4,52,65.42,2868,32785,7,664,274.25926568087027,6.0,3.2,Yes,34,9,766685.27
384,Restaurant 384,Rural,Japanese,4.6,32,66.87,3653,36271,7,359,192.37405691761865,8.1,3.7,Yes,1,16,490672.8
385,Restaurant 385,Suburban,Italian,4.4,67,46.32,2848,32535,13,266,176.96824218251777,1.4,6.1,Yes,26,61,706863.95
386,Restaurant 386,Rural,French,4.2,42,55.37,2111,22408,9,726,177.34682747376058,9.9,3.0,No,7,1,530925.12
387,Restaurant 387,Suburban,American,4.1,50,39.0,3264,37129,18,217,278.0205543711543,9.9,2.4,No,34,13,460219.45
388,Restaurant 388,Downtown,Indian,4.7,74,33.71,6093,61916,1,581,110.92400894669098,1.9,4.8,Yes,17,55,566478.68
389,Restaurant 389,Downtown,Indian,4.6,73,34.74,4438,53381,11,158,223.7588605928008,4.1,1.7,Yes,22,20,580389.51
390,Restaurant 390,Suburban,Indian,3.2,65,35.54,1287,11877,11,248,110.65394704124662,6.3,9.0,No,15,62,530318.83
391,Restaurant 391,Rural,Japanese,4.7,44,73.34,3547,42558,10,451,73.04374463694347,4.4,4.0,Yes,30,35,734021.74
392,Restaurant 392,Downtown,American,3.8,87,39.31,5867,61275,17,794,288.43596940831003,5.4,4.0,Yes,60,40,788056.68
393,Restaurant 393,Downtown,Japanese,3.5,86,68.64,2207,25074,17,221,82.43134488895736,3.9,8.1,Yes,33,44,1326057.24
394,Restaurant 394,Downtown,French,4.7,83,64.1,3826,38933,12,233,221.5483128868436,7.4,4.1,No,0,52,1194380.55
395,Restaurant 395,Suburban,Italian,3.9,63,54.35,3315,34988,10,779,156.1396814709651,4.3,7.8,No,8,19,775664.3
396,Restaurant 396,Suburban,Indian,4.6,68,32.56,3172,31405,12,66,259.2753416575624,4.9,2.6,No,67,6,509470.65
397,Restaurant 397,Rural,American,3.5,35,38.46,1053,16753,6,603,243.3005457592645,6.2,5.8,No,19,21,311957.45
398,Restaurant 398,Rural,Indian,3.0,42,39.08,1152,19508,6,205,85.94210613618313,9.7,7.9,Yes,16,27,379051.68
399,Restaurant 399,Rural,Japanese,4.0,47,65.87,2396,32459,6,70,166.9541860303064,6.8,5.0,Yes,43,19,699340.8
400,Restaurant 400,Suburban,Mexican,3.2,64,28.58,2868,35531,8,470,56.88307043136916,1.9,1.6,No,9,31,418489.03
401,Restaurant 401,Suburban,French,4.5,56,59.93,2300,25008,5,200,157.38087851601594,3.9,7.6,Yes,45,18,754607.51
402,Restaurant 402,Rural,Italian,3.6,48,47.06,2431,24054,6,160,225.0539555649435,4.8,5.4,No,42,27,514211.06
403,Restaurant 403,Rural,French,3.9,46,56.98,2744,34168,2,865,108.03905349552926,7.7,3.8,Yes,39,24,592910.66
404,Restaurant 404,Suburban,Mexican,3.2,58,29.67,1564,18504,17,364,252.50835164941108,5.0,9.9,Yes,12,21,406296.65
405,Restaurant 405,Rural,Italian,3.6,40,53.3,1016,13405,8,689,63.29120654845159,6.9,8.9,Yes,37,1,488405.65
406,Restaurant 406,Downtown,Mexican,4.6,74,34.24,4417,49602,9,929,58.64159054004677,8.6,1.3,No,15,69,582683.2
